ID,Tweet,A_Attr,S_Attr,D_label
dxphnejqn_processed_29,meme graveyard,4,3,4
dxphnejqn_processed_30,join cool kids,4,3,4
dxphnejqn_processed_31,thing meticulous wear comes art,4,3,4
dxphnejqn_processed_32,may love country despise government,4,3,4
dxphnejqn_processed_33,pretty much report class went except applause scuffed,4,3,4
dxphnejqn_processed_34,wear popped,4,3,4
dxphnejqn_processed_35,sticker buyer sticker designer,4,3,4
dxphnejqn_processed_36,october ordered sweater weather ass weather,4,3,4
dxphnejqn_processed_37,married revived love reached million subscribers month,4,3,4
dxphnejqn_processed_38,wear dead decades cat walks grave,4,3,4
dxphnejqn_processed_39,happy,4,3,4
dxphnejqn_processed_40,okay time,4,3,4
dxphnejqn_processed_41,honestly,4,3,4
dxphnejqn_processed_42,sure serious saw playing together,4,3,4
dxphnejqn_processed_43,unexpectedly cool hear stuff work brother people dinner,4,3,4
dxphnejqn_processed_44,retro lifestyle,4,3,4
dxphnejqn_processed_45,says guy owns tesla,4,3,4
dxphnejqn_processed_46,soon update making sure guys get good quality stickers,4,3,4
dxphnejqn_processed_47,employers banning phrase boomer considering discrimination fun alternatives,4,3,4
dxphnejqn_processed_48,king queen,4,3,4
dxphnejqn_processed_49,singing fucking mood,4,3,4
dxphnejqn_processed_50,thank miss lets meet soon,4,3,4
dxphnejqn_processed_51,inspire good also name daphne,4,3,4
dxphnejqn_processed_52,missed book fair,4,3,4
dxphnejqn_processed_53,quick brown fox jumps lazy dog impact weight sphinx black,4,3,4
dxphnejqn_processed_54,watching vines commute buddies,4,3,4
dxphnejqn_processed_55,girl coming show new nails got done,4,3,4
dxphnejqn_processed_56,header likes appreciated,4,3,4
dxphnejqn_processed_57,gave headache,4,3,4
dxphnejqn_processed_58,insomniac state mind,4,3,4
dxphnejqn_processed_59,mas prophet,4,3,4
dxphnejqn_processed_60,music video literally popped off love,4,3,4
dxphnejqn_processed_61,aristotle rhetoric better friends,4,3,4
dxphnejqn_processed_62,album obsession,4,3,4
dxphnejqn_processed_63,dear students money buy milk tea potato corner apple watches privileges world,4,3,4
dxphnejqn_processed_64,creative director,4,3,4
dxphnejqn_processed_65,another slice life commercial not fucking drill,4,3,4
dxphnejqn_processed_66,much,4,3,4
dxphnejqn_processed_67,went chili lady desk might referenced vine greeting feel home,4,3,4
dxphnejqn_processed_68,know gay thing recommend city lights album,4,3,4
dxphnejqn_processed_69,finally seeing light,4,3,4
dxphnejqn_processed_70,best news received today,4,3,4
dxphnejqn_processed_71,well guess goodbye,4,3,4
dxphnejqn_processed_72,doggo coming,4,3,4
dxphnejqn_processed_73,tweet viral,4,3,4
dxphnejqn_processed_74,yes help come new ideas,4,3,4
dxphnejqn_processed_75,stop guilt tripping broke ass,4,3,4
dxphnejqn_processed_76,happy birthday giraffe,4,3,4
dxphnejqn_processed_77,soft,4,3,4
dxphnejqn_processed_78,categories,4,3,4
dxphnejqn_processed_79,perfect timing fucking cold ics,4,3,4
dxphnejqn_processed_80,completely different breed humans,4,3,4
dxphnejqn_processed_81,spiders watching humans put webs house halloween,4,3,4
dxphnejqn_processed_82,city lights literally six moods album,4,3,4
dxphnejqn_processed_83,misfits play waiting game,4,3,4
dxphnejqn_processed_84,tweets,4,3,4
dxphnejqn_processed_85,wear say vine reference someone says next part,4,3,4
dxphnejqn_processed_86,life hardcore mode,4,3,4
dxphnejqn_processed_87,mood,4,3,4
dxphnejqn_processed_88,filipino boy group called philippine branch korean company called,4,3,4
earthtoleirs_processed_1,like fail exams,0,0,0
earthtoleirs_processed_2,get year ends,0,0,0
earthtoleirs_processed_3,tell exactly drake sounds,0,0,0
earthtoleirs_processed_4,ano nga,0,0,0
earthtoleirs_processed_5,wag kayo,0,0,0
earthtoleirs_processed_6,god one embarrassment another,0,0,0
earthtoleirs_processed_7,one literally one breakdown,0,0,0
earthtoleirs_processed_8,din ceo guys ceo,0,0,0
earthtoleirs_processed_9,stickers kayo there one awaited activities week market art mart drop front,0,0,0
earthtoleirs_processed_10,urgent gusto tickets upper box game same price only each,0,0,0
earthtoleirs_processed_11,remember wear gave spotlight deserved,0,0,0
earthtoleirs_processed_12,telling kids,0,0,0
earthtoleirs_processed_13,three always make point probably versatile underrated,0,0,0
earthtoleirs_processed_14,sorry point girls,0,0,0
earthtoleirs_processed_15,weird done may inside bait friend done kayo hays,0,0,0
earthtoleirs_processed_16,angels demons,0,0,0
earthtoleirs_processed_17,gusto mag breakdown tears,0,0,0
earthtoleirs_processed_18,wan friend,0,0,0
earthtoleirs_processed_19,fingers hair sly stare strips conscience bare witchcraft,0,0,0
earthtoleirs_processed_20,cooking game passed,0,0,0
earthtoleirs_processed_21,wag lend ever,0,0,0
earthtoleirs_processed_22,side looking tigers adjacent,0,0,0
earthtoleirs_processed_23,fire inside let die able make things possible even takes time,0,0,0
earthtoleirs_processed_24,funny hags tried drag attending rogue stand,0,0,0
earthtoleirs_processed_25,tiger power grace thousands growling tigresses key growling tigers awarded most,0,0,0
earthtoleirs_processed_26,happy,0,0,0
earthtoleirs_processed_27,boys,0,0,0
earthtoleirs_processed_28,regain lost sis,0,0,0
earthtoleirs_processed_29,finals week approaching,0,0,0
earthtoleirs_processed_30,rise,0,0,0
earthtoleirs_processed_31,akin,0,0,0
earthtoleirs_processed_32,sent details,0,0,0
earthtoleirs_processed_33,win man beat hindi support players bus,0,0,0
earthtoleirs_processed_34,character development,0,0,0
earthtoleirs_processed_35,wag privacy,0,0,0
earthtoleirs_processed_36,bat thieves,0,0,0
earthtoleirs_processed_37,thus thou want unite resuscitate language,0,0,0
earthtoleirs_processed_38,king,0,0,0
earthtoleirs_processed_39,said bitch said,0,0,0
earthtoleirs_processed_40,dun next time,0,0,0
earthtoleirs_processed_41,tell kids brother nature,0,0,0
earthtoleirs_processed_42,stop watch,0,0,0
earthtoleirs_processed_43,dude fucking chicken whole years,0,0,0
earthtoleirs_processed_44,joy entirely too much,0,0,0
earthtoleirs_processed_45,replies may hays,0,0,0
earthtoleirs_processed_46,ang smooth its,0,0,0
earthtoleirs_processed_47,sportsmanship its finest manila university university saint thomas thanked,0,0,0
earthtoleirs_processed_48,hindi,0,0,0
earthtoleirs_processed_49,replace vibe,0,0,0
earthtoleirs_processed_50,grand taft auto,0,0,0
earthtoleirs_processed_51,mvp amp seed finals games growling tigers made believe,0,0,0
earthtoleirs_processed_52,times done lough lough,0,0,0
earthtoleirs_processed_53,tattooed para soul,0,0,0
earthtoleirs_processed_54,ano,0,0,0
earthtoleirs_processed_55,sit rice fix,0,0,0
earthtoleirs_processed_56,find requests,0,0,0
earthtoleirs_processed_57,procrastinator regularly detached reality sucks,0,0,0
earthtoleirs_processed_58,thank quarters basketball,0,0,0
earthtoleirs_processed_59,survived today winner kami,0,0,0
earthtoleirs_processed_60,think obsession,0,0,0
earthtoleirs_processed_61,wifi,0,0,0
earthtoleirs_processed_62,gusto entertainment sea games philippines para possession excuse money exit,0,0,0
earthtoleirs_processed_63,liabilities vibes sis,0,0,0
earthtoleirs_processed_64,wag palatable sir feel inferior import athletes,0,0,0
earthtoleirs_processed_65,cheer nga why,0,0,0
earthtoleirs_processed_66,doge sticker wear,0,0,0
earthtoleirs_processed_67,close din ang universe sana,0,0,0
earthtoleirs_processed_68,ang only satin exhibitionist testicle class,0,0,0
earthtoleirs_processed_69,wag please point girls,0,0,0
earthtoleirs_processed_70,did not just perform fucking iconic,0,0,0
earthtoleirs_processed_71,best honest,0,0,0
earthtoleirs_processed_72,thank support two,0,0,0
earthtoleirs_processed_73,sherwood,0,0,0
earthtoleirs_processed_74,choke mom,0,0,0
earthtoleirs_processed_75,wear prints tweets calls office,0,0,0
earthtoleirs_processed_76,guys deserve flowers,0,0,0
earthtoleirs_processed_77,may,0,0,0
earthtoleirs_processed_78,kingdom come finally getting live dramatics deserves,0,0,0
earthtoleirs_processed_79,update may got tickets sorry guys,0,0,0
earthtoleirs_processed_80,tang bully net bat nung student sana position,0,0,0
earthtoleirs_processed_81,types,0,0,0
earthtoleirs_processed_82,good morning back joy agenda,0,0,0
earthtoleirs_processed_83,wan arrest wont arrest,0,0,0
earthtoleirs_processed_84,gusto,0,0,0
earthtoleirs_processed_85,telling kids adam eve,0,0,0
earthtoleirs_processed_86,tweets,0,0,0
earthtoleirs_processed_87,undercut,0,0,0
earthtoleirs_processed_88,save turtles daw anyway stop questioning people spend money,0,0,0
earthtoleirs_processed_89,made rap album sexualizing women apologizing drugs created free vegan food food truck,0,0,0
eervill_processed_1,pang japan,0,0,0
eervill_processed_2,ano telegram issue installing,0,0,0
eervill_processed_3,big performances rondo pts reb amp pts reb help defeat,0,0,0
eervill_processed_4,roof,0,0,0
eervill_processed_5,join wishing happy birthday,0,0,0
eervill_processed_6,update there sir,0,0,0
eervill_processed_7,new landings,0,0,0
eervill_processed_8,dame time,0,0,0
eervill_processed_9,scary,0,0,0
eervill_processed_10,buy done use,0,0,0
eervill_processed_11,universe account tweeting batman never know,0,0,0
eervill_processed_12,boss done,0,0,0
eervill_processed_13,happy birthday insane,0,0,0
eervill_processed_14,merry christmas sir xenon,0,0,0
eervill_processed_15,please,0,0,0
eervill_processed_16,join wishing bucks happy birthday,0,0,0
eervill_processed_17,takeover broken,0,0,0
eervill_processed_18,egoism,0,0,0
eervill_processed_19,please read,0,0,0
eervill_processed_20,shoe collection bought legend edition,0,0,0
eervill_processed_21,process failed,0,0,0
eervill_processed_22,keep head,0,0,0
eervill_processed_23,useful chip,0,0,0
eervill_processed_24,egoism boss phones,0,0,0
eervill_processed_25,there,0,0,0
eervill_processed_26,gusto worse,0,0,0
eervill_processed_27,happy birthday madam,0,0,0
eervill_processed_28,sucked prof subject joker,0,0,0
eervill_processed_29,noise,0,0,0
eervill_processed_30,laging holidays next time holiday,0,0,0
eervill_processed_31,hidden affected area manila net days payable,0,0,0
eervill_processed_32,call sir,0,0,0
eervill_processed_33,tweets,0,0,0
eervill_processed_34,check,0,0,0
eervill_processed_35,real use chip,0,0,0
eervill_processed_36,gym less practice,0,0,0
eervill_processed_37,news ticket,0,0,0
eervill_processed_38,english,0,0,0
eervill_processed_39,restored last week internet,0,0,0
eervill_processed_40,hindi,0,0,0
eervill_processed_41,merry christmas guys,0,0,0
HOYgelo_processed_1,hay,0,0,0
HOYgelo_processed_2,mood milk tea coffee like dis,0,0,0
HOYgelo_processed_3,happy birthday maria icon still there miss,0,0,0
HOYgelo_processed_4,happy,0,0,0
HOYgelo_processed_5,accurate,0,0,0
HOYgelo_processed_6,voucher hoy ang aga voucher rain,0,0,0
HOYgelo_processed_7,say mean grades,0,0,0
HOYgelo_processed_8,frequency vouchers,0,0,0
HOYgelo_processed_9,drinking tea part daily regimen calms,0,0,0
HOYgelo_processed_10,title proposal technical adviser chapter lets get bread,0,0,0
HOYgelo_processed_11,clean,0,0,0
HOYgelo_processed_12,amp send name nexus years super group shot,0,0,0
HOYgelo_processed_13,parang,0,0,0
HOYgelo_processed_14,gusto yon may part nung ang bes,0,0,0
HOYgelo_processed_15,use case chapter giggle,0,0,0
HOYgelo_processed_16,one person followed one person automatically checked,0,0,0
HOYgelo_processed_17,patrick worst year,0,0,0
HOYgelo_processed_18,follow plug,0,0,0
HOYgelo_processed_19,sana,0,0,0
HOYgelo_processed_20,late class,0,0,0
HOYgelo_processed_21,happy birthday,0,0,0
HOYgelo_processed_22,printing store says proudly green minded,0,0,0
HOYgelo_processed_23,tom square,0,0,0
HOYgelo_processed_24,ate,0,0,0
HOYgelo_processed_25,hooray still,0,0,0
HOYgelo_processed_26,stuck chapter,0,0,0
HOYgelo_processed_27,nasa list graduating students laban,0,0,0
HOYgelo_processed_28,live food reviews never buy,0,0,0
HOYgelo_processed_29,aaa laban,0,0,0
HOYgelo_processed_30,loved shoot daming nice shots,0,0,0
HOYgelo_processed_31,guard daw nasa gusto tip,0,0,0
HOYgelo_processed_32,galaxy buds,0,0,0
HOYgelo_processed_33,ultimo purchase lets pesos,0,0,0
HOYgelo_processed_34,love dis party may milk tea taro milk tea okay,0,0,0
HOYgelo_processed_35,hindi saturday,0,0,0
HOYgelo_processed_36,den,0,0,0
HOYgelo_processed_37,there room unsupportive friends,0,0,0
HOYgelo_processed_38,people followed people automatically checked,0,0,0
HOYgelo_processed_39,approved topic proposal road real,0,0,0
HOYgelo_processed_40,people followed one person automatically checked,0,0,0
HOYgelo_processed_41,may floor building may room kami nun,0,0,0
HOYgelo_processed_42,orange,0,0,0
HOYgelo_processed_43,fix chapters,0,0,0
HOYgelo_processed_44,says,0,0,0
HOYgelo_processed_45,one person followed automatically checked,0,0,0
HOYgelo_processed_46,loren,0,0,0
HOYgelo_processed_47,added kina ariana,0,0,0
HOYgelo_processed_48,agree,0,0,0
HOYgelo_processed_49,literal blink monday,0,0,0
HOYgelo_processed_50,official,0,0,0
HOYgelo_processed_51,may,0,0,0
HOYgelo_processed_52,cheapest parang color,0,0,0
HOYgelo_processed_53,ang quiet please,0,0,0
HOYgelo_processed_54,ang cute voice gray voice grab,0,0,0
HOYgelo_processed_55,people followed automatically checked,0,0,0
HOYgelo_processed_56,iced coffee hindi bad pass green,0,0,0
HOYgelo_processed_57,stressed volume pending orders,0,0,0
HOYgelo_processed_58,miss chance make ideologies heard utilized serving community here,0,0,0
HOYgelo_processed_59,share lucky oblong egg pass midterm exam ignore fail,0,0,0
HOYgelo_processed_60,tweets,0,0,0
HOYgelo_processed_61,years,0,0,0
HOYgelo_processed_62,thank,0,0,0
HOYgelo_processed_63,sorry know,0,0,0
HOYgelo_processed_64,cellphone,0,0,0
HOYgelo_processed_65,tara dali shoot,0,0,0
HOYgelo_processed_66,become distant wear felt unwanted,0,0,0
HOYgelo_processed_67,golden hour manila,0,0,0
HOYgelo_processed_68,not reply favorite color check dms,0,0,0
HOYgelo_processed_69,really life savior hope underrated,0,0,0
HOYgelo_processed_70,may nga week,0,0,0
HOYgelo_processed_71,got glow,0,0,0
jahanndelegates_processed_1,growling tigers escaped fighting maroons second round season men,3,1,1
jahanndelegates_processed_2,facts,3,1,1
jahanndelegates_processed_3,throw away,3,1,1
jahanndelegates_processed_4,some people assume relationships always escalate disagree there days love days,3,1,1
jahanndelegates_processed_5,thirsty hoe,3,1,1
jahanndelegates_processed_6,need,3,1,1
jahanndelegates_processed_7,comfortable wan move,3,1,1
jahanndelegates_processed_8,abandon,3,1,1
jahanndelegates_processed_9,tara,3,1,1
jahanndelegates_processed_10,stockton,3,1,1
jahanndelegates_processed_11,halloween costume hater mag money heist joker,3,1,1
jahanndelegates_processed_12,just growling tigers eliminated advancing semifinals season,3,1,1
jahanndelegates_processed_13,just growling tigers overcome surge advance next round stepladder semis,3,1,1
jahanndelegates_processed_14,died started dancing like goofy,3,1,1
jahanndelegates_processed_15,fake amp true,3,1,1
jahanndelegates_processed_16,introduce girl amp start funnier usual,3,1,1
jahanndelegates_processed_17,one,3,1,1
jahanndelegates_processed_18,ano grades,3,1,1
jahanndelegates_processed_19,maybe luckiest,3,1,1
jahanndelegates_processed_20,sorry unlucky enough meet,3,1,1
jahanndelegates_processed_21,throwing bricks,3,1,1
jahanndelegates_processed_22,snapped,3,1,1
jahanndelegates_processed_23,rooting,3,1,1
jahanndelegates_processed_24,new phone good grades clear skin money,3,1,1
jahanndelegates_processed_25,flexing senior,3,1,1
jahanndelegates_processed_26,opportunist scums,3,1,1
jahanndelegates_processed_27,growling tigers way season men basketball finals thriller,3,1,1
jahanndelegates_processed_28,harry lights,3,1,1
jahanndelegates_processed_29,gem,3,1,1
jahanndelegates_processed_30,chill sire,3,1,1
jahanndelegates_processed_31,tho,3,1,1
jahanndelegates_processed_32,breaking news growling tigers secured last finals berth win fighting maroons,3,1,1
jahanndelegates_processed_33,growling tigers outlasted university soaring falcons eliminations stint,3,1,1
jahanndelegates_processed_34,crazy ass,3,1,1
jahanndelegates_processed_35,damn,3,1,1
jahanndelegates_processed_36,ever miss energy like shit happened,3,1,1
jahanndelegates_processed_37,sana all,3,1,1
jahanndelegates_processed_38,pang new unreleased song everywhere talk,3,1,1
jahanndelegates_processed_39,moment american history never forget,3,1,1
jahanndelegates_processed_40,graduate,3,1,1
jahanndelegates_processed_41,ben ben ben ben ben ben ben ben ben ben ben then ben ben ben ben only ben not ben,3,1,1
jahanndelegates_processed_42,growling tigers eliminate bulldogs race tigers solo place standings welcome,3,1,1
jahanndelegates_processed_43,just growling tigers escaped fighting maroons second round season men,3,1,1
jahanndelegates_processed_44,god,3,1,1
jahanndelegates_processed_45,human development global competitiveness ease doing business,3,1,1
jahanndelegates_processed_46,boo another one,3,1,1
jahanndelegates_processed_47,miles away,3,1,1
jahanndelegates_processed_48,attracted someone look good matter like matter dressed,3,1,1
jahanndelegates_processed_49,feels,3,1,1
jahanndelegates_processed_50,just mark bag season men basketball mvp rookie year award,3,1,1
jahanndelegates_processed_51,coffee,3,1,1
jahanndelegates_processed_52,rather wash another plates one,3,1,1
jahanndelegates_processed_53,wish mind slow bit,3,1,1
jahanndelegates_processed_54,bata alpha acc wag,3,1,1
jahanndelegates_processed_55,heart soccer player hijab started falling reveal hair opponents gathered around provide,3,1,1
jahanndelegates_processed_56,side keep sight never leave till sleep tonight,3,1,1
jahanndelegates_processed_57,let pray saints heaven may best fulfill journeys earth become saints well,3,1,1
jahanndelegates_processed_58,tweets,3,1,1
jahanndelegates_processed_59,growling tigers stay alive stepladder semis escaping final four,3,1,1
jahanndelegates_processed_60,connection,3,1,1
jahanndelegates_processed_61,shocked discover easy life part ways people forever,3,1,1
jahanndelegates_processed_62,let pray exciting fair game tomorrow best luck growling tigers monster,3,1,1
jahanndelegates_processed_63,profs grades spooks,3,1,1
jahanndelegates_processed_64,mental health important take care,3,1,1
jahanndelegates_processed_65,miss see soon,3,1,1
jahanndelegates_processed_66,shit really works barricade next concert,3,1,1
jahanndelegates_processed_67,achievements thread,3,1,1
Jhn_ls_processed_1,just months amp mvp amp congratulations mvp,0,0,0
Jhn_ls_processed_2,pang bat,0,0,0
Jhn_ls_processed_3,sana town break,0,0,0
Jhn_ls_processed_4,lets tigers show maroons who messing,0,0,0
Jhn_ls_processed_5,chicken,0,0,0
Jhn_ls_processed_6,miss,0,0,0
Jhn_ls_processed_7,want experience bad,0,0,0
Jhn_ls_processed_8,family week,0,0,0
Jhn_ls_processed_9,not baby,0,0,0
Jhn_ls_processed_10,feat,0,0,0
Jhn_ls_processed_11,movie fucking game changer hands one best movie,0,0,0
Jhn_ls_processed_12,proud hindi like choose gaming weirdo,0,0,0
Jhn_ls_processed_13,grand celebrations dugout yet,0,0,0
Jhn_ls_processed_14,show archers,0,0,0
Jhn_ls_processed_15,happy birthday changed lives millions people love much great,0,0,0
Jhn_ls_processed_16,ice,0,0,0
Jhn_ls_processed_17,ang,0,0,0
Jhn_ls_processed_18,see flash,0,0,0
Jhn_ls_processed_19,damn,0,0,0
Jhn_ls_processed_20,bat self,0,0,0
Jhn_ls_processed_21,may may hangover,0,0,0
Jhn_ls_processed_22,got says leads,0,0,0
Jhn_ls_processed_23,don let get head idol support way,0,0,0
Jhn_ls_processed_24,man crowd really best energy makes players feel like invincible,0,0,0
Jhn_ls_processed_25,except yon,0,0,0
Jhn_ls_processed_26,mag,0,0,0
Jhn_ls_processed_27,lets tigers,0,0,0
Jhn_ls_processed_28,daw mins projector file folder,0,0,0
Jhn_ls_processed_29,power week,0,0,0
Jhn_ls_processed_30,taken,0,0,0
Jhn_ls_processed_31,ref,0,0,0
Jhn_ls_processed_32,yessssss,0,0,0
Jhn_ls_processed_33,sori,0,0,0
Jhn_ls_processed_34,late,0,0,0
Jhn_ls_processed_35,hindi nays,0,0,0
Jhn_ls_processed_36,words express grateful supported season every game felt like home game,0,0,0
Jhn_ls_processed_37,hello ate sands may game,0,0,0
Jhn_ls_processed_38,final four,0,0,0
Jhn_ls_processed_39,ate sands,0,0,0
Jhn_ls_processed_40,tigers are choking,0,0,0
Jhn_ls_processed_41,stole game,0,0,0
Jhn_ls_processed_42,shooting,0,0,0
Jhn_ls_processed_43,drop skincare,0,0,0
Jhn_ls_processed_44,one hell ride tigers end champ result still proves great guys,0,0,0
Jhn_ls_processed_45,office,0,0,0
Jhn_ls_processed_46,dunk wild,0,0,0
Jhn_ls_processed_47,growling tigers,0,0,0
Jhn_ls_processed_48,cute,0,0,0
Jhn_ls_processed_49,laban,0,0,0
Jhn_ls_processed_50,mayor din,0,0,0
Jhn_ls_processed_51,mindset says tigers,0,0,0
Jhn_ls_processed_52,guess going tomorrow,0,0,0
Jhn_ls_processed_53,thank much community sorry hindi man ang next season wag kayo,0,0,0
Jhn_ls_processed_54,kayo,0,0,0
Jhn_ls_processed_55,subject,0,0,0
Jhn_ls_processed_56,men basketball round schedule games sat wed sun,0,0,0
Jhn_ls_processed_57,bat,0,0,0
Jhn_ls_processed_58,para kayo exam,0,0,0
Jhn_ls_processed_59,kobe gave chance,0,0,0
Jhn_ls_processed_60,kayo coming,0,0,0
Jhn_ls_processed_61,bat ang,0,0,0
Jhn_ls_processed_62,game electric lets tigers finish strong,0,0,0
Jhn_ls_processed_63,scam patron daw kami ang unfair,0,0,0
Jhn_ls_processed_64,cheer nga,0,0,0
Jhn_ls_processed_65,may parang photon,0,0,0
Jhn_ls_processed_66,great win best player,0,0,0
Jhn_ls_processed_67,tired satisfied,0,0,0
Jhn_ls_processed_68,din months,0,0,0
Jhn_ls_processed_69,better luck next time,0,0,0
Jhn_ls_processed_70,nga,0,0,0
Jhn_ls_processed_71,bat ang mag gain ano fats kayo,0,0,0
Jhn_ls_processed_72,boys playing games let,0,0,0
Jhn_ls_processed_73,bang bang,0,0,0
Jhn_ls_processed_74,ate sands,0,0,0
Jhn_ls_processed_75,semis,0,0,0
Jhn_ls_processed_76,tweets,0,0,0
Jhn_ls_processed_77,jimmy butler students waiting outside there way king class,0,0,0
Jhn_ls_processed_78,green send bang,0,0,0
Jhn_ls_processed_79,prelims,0,0,0
Jhn_ls_processed_80,bombs counting,0,0,0
justinronquillo_processed_1,finals fever shifted tones halfway inning offensive setting growling tigers cracked,4,3,4
justinronquillo_processed_2,fans,4,3,4
justinronquillo_processed_3,para,4,3,4
justinronquillo_processed_4,personally watched whole season dominant beda games average winning margin,4,3,4
justinronquillo_processed_5,yearly nga training moa arena every cdc,4,3,4
justinronquillo_processed_6,pick dance sexy hot well,4,3,4
justinronquillo_processed_7,snake,4,3,4
justinronquillo_processed_8,excited new team hand picked new head coach young age ready compete,4,3,4
justinronquillo_processed_9,mother told korean broadcast last night tracked,4,3,4
justinronquillo_processed_10,secretly lonely anxious depressed feel inadequate guilty weak absolutely way,4,3,4
justinronquillo_processed_11,makes perfect sense,4,3,4
justinronquillo_processed_12,tears joy tears just tears,4,3,4
justinronquillo_processed_13,thank incredible years nothing made far accomplished wish,4,3,4
justinronquillo_processed_14,first born child perfect,4,3,4
justinronquillo_processed_15,hello ended contract crazy fly highly appreciate contributed team,4,3,4
justinronquillo_processed_16,classroom,4,3,4
justinronquillo_processed_17,see next year,4,3,4
justinronquillo_processed_18,hit years ago high school asking see years,4,3,4
justinronquillo_processed_19,shadow dogs unleashed easy fuck best,4,3,4
justinronquillo_processed_20,time,4,3,4
justinronquillo_processed_21,main amp guaranteed get every time,4,3,4
justinronquillo_processed_22,three peat,4,3,4
justinronquillo_processed_23,bringing back childhood memories,4,3,4
justinronquillo_processed_24,straight,4,3,4
justinronquillo_processed_25,lane straight games,4,3,4
justinronquillo_processed_26,hotel room literally next knock door every hour game day night sleep,4,3,4
justinronquillo_processed_27,taking bath special lady thought put bath bomb saw red flakes,4,3,4
justinronquillo_processed_28,sana,4,3,4
justinronquillo_processed_29,nice one,4,3,4
justinronquillo_processed_30,impact,4,3,4
justinronquillo_processed_31,possible tomorrow moa arena,4,3,4
justinronquillo_processed_32,really put sword shield free tyranny,4,3,4
justinronquillo_processed_33,selling game ticket key,4,3,4
justinronquillo_processed_34,armor items,4,3,4
justinronquillo_processed_35,avon left group,4,3,4
justinronquillo_processed_36,winter japan,4,3,4
justinronquillo_processed_37,amateur bracket champion next tournament,4,3,4
justinronquillo_processed_38,okay may,4,3,4
justinronquillo_processed_39,wife lane push god baby trick,4,3,4
justinronquillo_processed_40,happy birthday game changed life forever love game death always greatest,4,3,4
justinronquillo_processed_41,never forget season,4,3,4
justinronquillo_processed_42,hindi kami,4,3,4
justinronquillo_processed_43,throwing secured matches,4,3,4
justinronquillo_processed_44,winning next year,4,3,4
justinronquillo_processed_45,busted,4,3,4
justinronquillo_processed_46,worst,4,3,4
justinronquillo_processed_47,quiz,4,3,4
justinronquillo_processed_48,woke analyze call out kayo call out,4,3,4
justinronquillo_processed_49,live die,4,3,4
justinronquillo_processed_50,sold,4,3,4
justinronquillo_processed_51,imagine thinking men watched original angels action sequences,4,3,4
justinronquillo_processed_52,there person sleep hug,4,3,4
justinronquillo_processed_53,solution world problems nuke china,4,3,4
justinronquillo_processed_54,wallow merriment large azure diurnal birds prey wrested triumph,4,3,4
justinronquillo_processed_55,november see,4,3,4
justinronquillo_processed_56,worlds home soil twice ssw looks like list getting longer,4,3,4
justinronquillo_processed_57,fuck,4,3,4
justinronquillo_processed_58,want thank faker done legendary player earned respect world throughout league,4,3,4
justinronquillo_processed_59,nung para,4,3,4
justinronquillo_processed_60,jungle difference,4,3,4
justinronquillo_processed_61,just asking national government declare all levels metro,4,3,4
justinronquillo_processed_62,today tomorrow,4,3,4
justinronquillo_processed_63,declassified new survival guide,4,3,4
justinronquillo_processed_64,para,4,3,4
justinronquillo_processed_65,thus thou want unite resuscitate language,4,3,4
justinronquillo_processed_66,melee opened eyes brutal reality imagine born get upthrow rested reality,4,3,4
justinronquillo_processed_67,true power comes cost,4,3,4
justinronquillo_processed_68,think proof wife advice worked harder results read,4,3,4
justinronquillo_processed_69,ang all stuff final four,4,3,4
justinronquillo_processed_70,tweets,4,3,4
justinronquillo_processed_71,happy game helped get life release game bought multiple,4,3,4
justinronquillo_processed_72,talks shadow dogs unleashed sources tell asked comment founder coach starting,4,3,4
justinronquillo_processed_73,sana may segment cdc,4,3,4
justinronquillo_processed_74,may parade,4,3,4
justinronquillo_processed_75,lucky charm tom top,4,3,4
justinronquillo_processed_76,remember used huge reaction never,4,3,4
justinronquillo_processed_77,hello ended contract highly appreciate brought year wish,4,3,4
justinronquillo_processed_78,nuke china,4,3,4
ledaawn_processed_1,may,1,1,1
ledaawn_processed_2,satin,1,1,1
ledaawn_processed_3,like,1,1,1
ledaawn_processed_4,yes yes yes yes never yes yes yes yes yes yes,1,1,1
ledaawn_processed_5,quizzes report tomorrow lord,1,1,1
ledaawn_processed_6,second want tell girls please handle boys well offending,1,1,1
ledaawn_processed_7,also want chicken,1,1,1
ledaawn_processed_8,nga daw,1,1,1
ledaawn_processed_9,process growth need look like unique stories hearts histories,1,1,1
ledaawn_processed_10,make classes,1,1,1
ledaawn_processed_11,may horror,1,1,1
ledaawn_processed_12,ang,1,1,1
ledaawn_processed_13,treat kids like criminals learn parents someone talk,1,1,1
ledaawn_processed_14,realized never much right person,1,1,1
ledaawn_processed_15,please,1,1,1
ledaawn_processed_16,sana,1,1,1
ledaawn_processed_17,stranger things,1,1,1
ledaawn_processed_18,except accidentally used facial wash feminine wash instead,1,1,1
ledaawn_processed_19,strange boom boom swoosh loop,1,1,1
ledaawn_processed_20,miss eating oreo cheesecakes,1,1,1
ledaawn_processed_21,ate,1,1,1
ledaawn_processed_22,bored,1,1,1
ledaawn_processed_23,ang ios,1,1,1
ledaawn_processed_24,final pitch sir,1,1,1
ledaawn_processed_25,think went overboard,1,1,1
ledaawn_processed_26,linear let final prelim grade unrealistic,1,1,1
ledaawn_processed_27,vacation fun spend weeks house absolutely nothing bored,1,1,1
ledaawn_processed_28,girls one need hear has flat stomach uterus pushes gut,1,1,1
